setid,number,numbervariant,name,year,theme,themegroup,subtheme,pieces,minifigs,image,imagefilename,thumbnailurl,largethumbnailurl,imageurl,brickseturl,released,owned,wanted,qtyowned,usernotes,acmdatacount,ownedbytotal,wantedbytotal,ukretailprice,usretailprice,caretailprice,euretailprice,usdateaddedtosah,usdateremovedfromsah,rating,reviewcount,packagingtype,availability,instructionscount,additionalimagecount,agemin,agemax,height,width,depth,weight,category,userrating,ean,upc,lastupdated
8256,5765,1,Transport Truck,2011,Creator,Model making,,276,NA,true,5765-1,https://images.brickset.com/sets/small/5765-1.jpg,https://images.brickset.com/sets/small/5765-1.jpg,https://images.brickset.com/sets/images/5765-1.jpg,https://brickset.com/sets/5765-1,true,false,false,0,,0,2289,568,18.99,19.99,24.99,NA,2010-12-03,2012-11-25,4.5,2,Box,Retail,4,11,7,12,19.1,35.41,5.89,0.45,Normal,0,5702014732889,673419143851,2012-10-08T04:28:11.487
8257,5766,1,Log Cabin,2011,Creator,Model making,,355,1,true,5766-1,https://images.brickset.com/sets/small/5766-1.jpg,https://images.brickset.com/sets/small/5766-1.jpg,https://images.brickset.com/sets/images/5766-1.jpg,https://brickset.com/sets/5766-1,true,false,false,0,,0,10182,2306,25.99,29.99,39.99,NA,2010-12-03,2013-11-29,4.1875,16,Box,Retail,4,15,7,12,26.2,38.2,5.6,0.85,Normal,0,5702014732735,673419143806,2010-11-22T04:38:33.547
8555,5767,1,Cool Cruiser,2011,Creator,Model making,,621,NA,true,5767-1,https://images.brickset.com/sets/small/5767-1.jpg,https://images.brickset.com/sets/small/5767-1.jpg,https://images.brickset.com/sets/images/5767-1.jpg,https://brickset.com/sets/5767-1,true,false,false,0,,0,2124,781,35.99,39.99,49.99,NA,2011-10-05,2013-11-12,4,4,Box,Retail,6,10,8,12,28.2,48,7.4,1.16,Normal,0,5702014861732,673419174350,2015-03-28T11:19:15.623
8556,5770,1,Lighthouse Island,2011,Creator,Model making,,518,1,true,5770-1,https://images.brickset.com/sets/small/5770-1.jpg,https://images.brickset.com/sets/small/5770-1.jpg,https://images.brickset.com/sets/images/5770-1.jpg,https://brickset.com/sets/5770-1,true,false,false,0,,0,7019,3099,40.99,39.99,49.99,NA,2011-05-13,2012-11-23,4.91666666666667,12,Box,Retail,6,15,8,12,37.8,35.41,7.06,1.09,Normal,0,5702014732742,673419143813,2012-10-07T17:30:38.08
8557,5771,1,Hillside House,2011,Creator,Model making,,714,1,true,5771-1,https://images.brickset.com/sets/small/5771-1.jpg,https://images.brickset.com/sets/small/5771-1.jpg,https://images.brickset.com/sets/images/5771-1.jpg,https://brickset.com/sets/5771-1,true,false,false,0,,0,5167,3646,49.99,69.99,89.99,NA,2011-06-04,2012-11-23,4.88888888888889,9,Box,Retail - limited,8,14,8,12,,,,,Normal,0,5702014732759,,2014-03-25T19:05:51.57
7258,5866,1,Rotor Rescue,2010,Creator,Model making,,149,NA,true,5866-1,https://images.brickset.com/sets/small/5866-1.jpg,https://images.brickset.com/sets/small/5866-1.jpg,https://images.brickset.com/sets/images/5866-1.jpg,https://brickset.com/sets/5866-1,true,false,false,0,,0,4118,508,9.99,12.99,17.99,NA,2009-12-04,2012-10-28,3.28571428571429,7,Box,Retail,4,11,6,12,14.1,26.19,4.8,0.25,Normal,0,,673419128582,2012-10-08T04:30:26.443
7259,5867,1,Super Speedster,2010,Creator,Model making,,278,NA,true,5867-1,https://images.brickset.com/sets/small/5867-1.jpg,https://images.brickset.com/sets/small/5867-1.jpg,https://images.brickset.com/sets/images/5867-1.jpg,https://brickset.com/sets/5867-1,true,false,false,0,,0,3188,798,18.99,19.99,26.99,NA,2009-12-04,2011-12-11,4.5,6,Box,Retail,6,10,7,12,26.19,28.19,6.4,0.53,Normal,0,5702014600522,673419128599,2013-12-21T16:08:10.327
7719,5868,1,Ferocious Creatures,2010,Creator,Model making,,416,NA,true,5868-1,https://images.brickset.com/sets/small/5868-1.jpg,https://images.brickset.com/sets/small/5868-1.jpg,https://images.brickset.com/sets/images/5868-1.jpg,https://brickset.com/sets/5868-1,true,false,false,0,,0,1302,906,30.99,29.99,39.99,NA,2010-05-29,2011-11-30,5,2,Box,Retail,4,11,7,12,26.19,38.2,7.06,0.77,Normal,0,,673419128605,2012-10-08T04:30:46.41
7260,5891,1,Apple Tree House,2010,Creator,Model making,,539,NA,true,5891-1,https://images.brickset.com/sets/small/5891-1.jpg,https://images.brickset.com/sets/small/5891-1.jpg,https://images.brickset.com/sets/images/5891-1.jpg,https://brickset.com/sets/5891-1,true,false,false,0,,0,9606,3324,40.99,44.99,59.99,NA,2009-12-30,2013-11-05,4.38888888888889,18,Box,Retail,6,11,7,12,28.2,48,7.4,1.27,Normal,0,5702014600546,673419128612,2009-10-09T14:09:28.64
7620,5892,1,Sonic Boom,2010,Creator,Model making,,539,NA,true,5892-1,https://images.brickset.com/sets/small/5892-1.jpg,https://images.brickset.com/sets/small/5892-1.jpg,https://images.brickset.com/sets/images/5892-1.jpg,https://brickset.com/sets/5892-1,true,false,false,0,,0,2272,1275,45.99,59.99,79.99,NA,2010-05-29,2011-11-30,5,5,Box,Retail,8,17,8,12,37.8,48.01,7.06,1.3,Normal,0,5702014600553,673419128629,2012-10-08T04:37:42.657
5693,6163,1,A World of LEGO Mosaic,2007,Creator,Model making,Mosaic,598,NA,true,6163-1,https://images.brickset.com/sets/small/6163-1.jpg,https://images.brickset.com/sets/small/6163-1.jpg,https://images.brickset.com/sets/images/6163-1.jpg,https://brickset.com/sets/6163-1,true,false,false,0,,0,885,249,14.99,19.99,NA,NA,2007-10-24,2008-03-10,4,5,Box,Retail,0,5,NA,,28.8,28.8,6,0.48,Normal,0,5702014499751,673419091473,2012-10-08T04:44:56.02
6746,6743,1,Street Speeder,2009,Creator,Model making,,165,NA,true,6743-1,https://images.brickset.com/sets/small/6743-1.jpg,https://images.brickset.com/sets/small/6743-1.jpg,https://images.brickset.com/sets/images/6743-1.jpg,https://brickset.com/sets/6743-1,true,false,false,0,,0,5124,586,9.99,12.99,17.99,NA,2008-12-05,2011-12-05,4.125,8,Box,Retail,3,10,6,12,14.1,26.2,6.1,0.28,Normal,0,5702014532953,673419111508,2012-10-07T17:52:02.85
6747,6745,1,Propeller Power,2009,Creator,Model making,,247,NA,true,6745-1,https://images.brickset.com/sets/small/6745-1.jpg,https://images.brickset.com/sets/small/6745-1.jpg,https://images.brickset.com/sets/images/6745-1.jpg,https://brickset.com/sets/6745-1,true,false,false,0,,0,2976,596,18.99,19.99,24.99,NA,2008-12-05,2011-11-25,4.33333333333333,6,Box,Retail,3,10,7,12,26.2,28.2,6.4,0.49,Normal,0,,673419111515,2012-10-07T17:52:34.343
6748,6747,1,Race Rider,2009,Creator,Model making,,266,NA,true,6747-1,https://images.brickset.com/sets/small/6747-1.jpg,https://images.brickset.com/sets/small/6747-1.jpg,https://images.brickset.com/sets/images/6747-1.jpg,https://brickset.com/sets/6747-1,true,false,false,0,,0,1721,467,15.99,19.99,26.99,NA,2008-12-28,2010-11-05,5,2,Box,Retail,3,5,7,12,26.2,28.2,6.4,0.62,Normal,0,,673419111522,2012-10-07T17:52:55.197
6979,6751,1,Fiery Legend,2009,Creator,Model making,,479,NA,true,6751-1,https://images.brickset.com/sets/small/6751-1.jpg,https://images.brickset.com/sets/small/6751-1.jpg,https://images.brickset.com/sets/images/6751-1.jpg,https://brickset.com/sets/6751-1,true,false,false,0,,0,948,820,34.99,39.99,49.99,NA,2009-06-28,2010-11-28,5,1,Box,Retail,4,7,7,12,28.2,48.01,6.1,0.94,Normal,0,5702014532984,673419111539,2012-10-08T04:39:18.407
6980,6752,1,Fire Rescue,2009,Creator,Model making,,771,NA,true,6752-1,https://images.brickset.com/sets/small/6752-1.jpg,https://images.brickset.com/sets/small/6752-1.jpg,https://images.brickset.com/sets/images/6752-1.jpg,https://brickset.com/sets/6752-1,true,false,false,0,,0,1765,1049,44.99,59.99,79.99,NA,2009-07-01,2010-12-25,4.5,2,Box,Retail,3,5,8,12,28.2,54,7.85,1.46,Normal,0,5702014533028,673419111577,2012-10-08T04:39:35.643
6982,6754,1,Family Home,2009,Creator,Model making,,976,NA,true,6754-1,https://images.brickset.com/sets/small/6754-1.jpg,https://images.brickset.com/sets/small/6754-1.jpg,https://images.brickset.com/sets/images/6754-1.jpg,https://brickset.com/sets/6754-1,true,false,false,0,,0,4917,3763,59.99,59.99,79.99,NA,2009-07-01,2010-11-08,4.91666666666667,12,Box,Retail,5,6,8,12,37.8,48.01,7.06,1.9,Normal,0,5702014533073,673419111621,2012-10-07T17:52:19.347
8912,6912,1,Super Soarer,2012,Creator,Model making,,130,NA,true,6912-1,https://images.brickset.com/sets/small/6912-1.jpg,https://images.brickset.com/sets/small/6912-1.jpg,https://images.brickset.com/sets/images/6912-1.jpg,https://brickset.com/sets/6912-1,true,false,false,0,,0,3005,433,9.99,14.99,17.99,NA,2011-11-11,2013-11-30,4.25,4,Box,Retail,4,5,6,12,14.1,26.2,4.8,0.26,Normal,0,5702014838260,673419167161,2012-06-09T02:58:17.79
8911,6913,1,Blue Roadster,2012,Creator,Model making,,152,NA,true,6913-1,https://images.brickset.com/sets/small/6913-1.jpg,https://images.brickset.com/sets/small/6913-1.jpg,https://images.brickset.com/sets/images/6913-1.jpg,https://brickset.com/sets/6913-1,true,false,false,0,,0,4855,583,9.99,14.99,17.99,NA,2011-11-11,2013-12-01,4,4,Box,Retail,4,5,6,12,14.1,26.2,4.8,0.27,Normal,0,5702014838154,673419167154,2014-02-16T08:44:45.69
8910,6914,1,Prehistoric Hunters,2012,Creator,Model making,,191,NA,true,6914-1,https://images.brickset.com/sets/small/6914-1.jpg,https://images.brickset.com/sets/small/6914-1.jpg,https://images.brickset.com/sets/images/6914-1.jpg,https://brickset.com/sets/6914-1,true,false,false,0,,0,1982,471,12.99,17.99,19.99,NA,2011-11-11,2013-12-01,3.66666666666667,3,Box,Retail,4,6,7,12,19.1,26.2,4.6,0.31,Normal,0,5702014838406,673419167185,2015-02-22T22:35:19.39
8909,7291,1,Street Rebel,2012,Creator,Model making,,196,NA,true,7291-1,https://images.brickset.com/sets/small/7291-1.jpg,https://images.brickset.com/sets/small/7291-1.jpg,https://images.brickset.com/sets/images/7291-1.jpg,https://brickset.com/sets/7291-1,true,false,false,0,,0,1538,475,17.99,19.99,24.99,NA,2011-11-11,2013-11-21,4.5,2,Box,Retail,8,5,7,12,26.2,28.2,4.6,0.5,Normal,0,5702014839984,673419167208,2012-06-09T02:59:34.127
8908,7292,1,Propeller Adventures,2012,Creator,Model making,,241,NA,true,7292-1,https://images.brickset.com/sets/small/7292-1.jpg,https://images.brickset.com/sets/small/7292-1.jpg,https://images.brickset.com/sets/images/7292-1.jpg,https://brickset.com/sets/7292-1,true,false,false,0,,0,2404,565,17.99,19.99,24.99,NA,2011-11-11,2013-12-02,5,2,Box,Retail,8,5,7,12,26.2,28.2,4.6,0.48,Normal,0,5702014839991,673419167215,2012-06-09T03:00:00.533
9168,7345,1,Transport Chopper,2012,Creator,Model making,,383,NA,true,7345-1,https://images.brickset.com/sets/small/7345-1.jpg,https://images.brickset.com/sets/small/7345-1.jpg,https://images.brickset.com/sets/images/7345-1.jpg,https://brickset.com/sets/7345-1,true,false,false,0,,0,1872,614,24.99,34.99,44.99,NA,2012-06-02,2013-12-02,4,2,Box,Retail,8,5,8,12,26.2,38.2,5.6,0.74,Normal,0,5702014840003,673419167222,2012-05-25T01:55:21.563
8973,7346,1,Seaside House,2012,Creator,Model making,,415,1,true,7346-1,https://images.brickset.com/sets/small/7346-1.jpg,https://images.brickset.com/sets/small/7346-1.jpg,https://images.brickset.com/sets/images/7346-1.jpg,https://brickset.com/sets/7346-1,true,false,false,0,,0,7379,3103,34.99,49.99,59.99,NA,2012-07-05,2014-12-18,4.66666666666667,3,Box,Retail,6,6,7,12,28.2,48,6.1,1.03,Normal,0,5702014840010,673419167239,2012-07-14T15:18:06.06
4028,7837,1,Build and Create Bucket,2002,Creator,Model making,,600,NA,true,7837-1,https://images.brickset.com/sets/small/7837-1.jpg,https://images.brickset.com/sets/small/7837-1.jpg,https://images.brickset.com/sets/images/7837-1.jpg,https://brickset.com/sets/7837-1,true,false,false,0,,0,65,62,NA,15,NA,NA,,,0,0,Bucket,Retail - limited,0,0,NA,,,,,,Normal,0,,,2012-10-08T16:59:05.057
9975,31002,1,Super Racer,2013,Creator,Model making,,121,NA,true,31002-1,https://images.brickset.com/sets/small/31002-1.jpg,https://images.brickset.com/sets/small/31002-1.jpg,https://images.brickset.com/sets/images/31002-1.jpg,https://brickset.com/sets/31002-1,true,false,false,0,,0,2744,423,9.99,14.99,17.99,NA,2012-12-01,2014-12-30,4.66666666666667,3,Box,Retail,4,5,6,12,14.1,19.1,4.6,0.22,Normal,0,5702014971943,673419189774,2012-11-30T14:03:41.023
9976,31003,1,Red Rotors,2013,Creator,Model making,,145,NA,true,31003-1,https://images.brickset.com/sets/small/31003-1.jpg,https://images.brickset.com/sets/small/31003-1.jpg,https://images.brickset.com/sets/images/31003-1.jpg,https://brickset.com/sets/31003-1,true,false,false,0,,0,3137,431,9.99,14.99,17.99,NA,2012-12-28,2014-12-30,4,3,Box,Retail,6,4,6,12,14.1,19.1,4.6,0.21,Normal,0,5702014971950,673419189781,2012-12-27T05:03:05.51
9977,31004,1,Fierce Flyer,2013,Creator,Model making,,166,NA,true,31004-1,https://images.brickset.com/sets/small/31004-1.jpg,https://images.brickset.com/sets/small/31004-1.jpg,https://images.brickset.com/sets/images/31004-1.jpg,https://brickset.com/sets/31004-1,true,false,false,0,,0,4907,788,9.99,14.99,17.99,NA,2012-12-01,2014-12-14,4.83333333333333,6,Box,Retail,4,6,7,12,14.1,19.1,4.6,0.2,Normal,0,5702014971882,673419189712,2012-11-30T14:04:47.95
9978,31005,1,Construction Hauler,2013,Creator,Model making,,256,NA,true,31005-1,https://images.brickset.com/sets/small/31005-1.jpg,https://images.brickset.com/sets/small/31005-1.jpg,https://images.brickset.com/sets/images/31005-1.jpg,https://brickset.com/sets/31005-1,true,false,false,0,,0,2908,510,12.99,17.99,19.99,NA,2012-12-01,2015-01-10,5,1,Box,Retail,4,7,7,12,14.1,26.2,4.8,0.34,Normal,0,5702014971967,673419189798,2012-11-30T14:05:49.94
9979,31006,1,Highway Speedster,2013,Creator,Model making,,286,NA,true,31006-1,https://images.brickset.com/sets/small/31006-1.jpg,https://images.brickset.com/sets/small/31006-1.jpg,https://images.brickset.com/sets/images/31006-1.jpg,https://brickset.com/sets/31006-1,true,false,false,0,,0,4185,918,14.99,24.99,29.99,NA,2012-12-28,2015-01-09,4.25,4,Box,Retail,6,4,7,12,19.1,26.2,7.2,0.51,Normal,0,5702014971974,673419189804,2014-07-03T04:30:52.073
9980,31007,1,Power Mech,2013,Creator,Model making,,223,NA,true,31007-1,https://images.brickset.com/sets/small/31007-1.jpg,https://images.brickset.com/sets/small/31007-1.jpg,https://images.brickset.com/sets/images/31007-1.jpg,https://brickset.com/sets/31007-1,true,false,false,0,,0,2540,715,14.99,19.99,24.99,NA,2012-12-01,2015-02-27,5,3,Box,Retail,6,7,7,12,19.1,26.2,4.6,0.39,Normal,0,5702014972001,673419189835,2012-11-30T14:06:46.897
9981,31008,1,Thunder Wings,2013,Creator,Model making,,235,NA,true,31008-1,https://images.brickset.com/sets/small/31008-1.jpg,https://images.brickset.com/sets/small/31008-1.jpg,https://images.brickset.com/sets/images/31008-1.jpg,https://brickset.com/sets/31008-1,true,false,false,0,,0,2756,702,14.99,19.99,24.99,NA,2012-12-01,2015-01-10,4,1,Box,Retail,6,4,7,12,19.1,26.2,6.1,0.48,Normal,0,5702014972018,673419189842,2012-11-30T14:07:29.473
9982,31009,1,Small Cottage,2013,Creator,Model making,,271,1,true,31009-1,https://images.brickset.com/sets/small/31009-1.jpg,https://images.brickset.com/sets/small/31009-1.jpg,https://images.brickset.com/sets/images/31009-1.jpg,https://brickset.com/sets/31009-1,true,false,false,0,,0,5712,2155,19.99,24.99,29.99,NA,2012-12-28,2014-12-09,5,2,Box,Retail,6,6,7,12,26.2,28.2,6.4,0.64,Normal,0,5702014971523,673419189651,2014-01-01T15:00:57.893
10257,31010,1,Treehouse,2013,Creator,Model making,,356,1,true,31010-1,https://images.brickset.com/sets/small/31010-1.jpg,https://images.brickset.com/sets/small/31010-1.jpg,https://images.brickset.com/sets/images/31010-1.jpg,https://brickset.com/sets/31010-1,true,false,false,0,,0,8285,2212,24.99,29.99,39.99,29.99,2013-05-29,2015-10-14,4,3,Box,Retail,6,5,7,12,26.1874,28.194,6.4008,0.74,Normal,0,5702014971554,673419189682,2015-09-08T08:21:25.81
10258,31011,1,Aviation Adventures,2013,Creator,Model making,,618,NA,true,31011-1,https://images.brickset.com/sets/small/31011-1.jpg,https://images.brickset.com/sets/small/31011-1.jpg,https://images.brickset.com/sets/images/31011-1.jpg,https://brickset.com/sets/31011-1,true,false,false,0,,0,2539,1057,49.99,59.99,79.99,NA,2013-05-29,2014-11-24,4.66666666666667,3,Box,{Not specified},6,6,8,12,35.4,37.8,7.1,1.22,Normal,0,5702014972025,673419189859,2016-05-18T13:32:41.197
10259,31012,1,Family House,2013,Creator,Model making,,756,2,true,31012-1,https://images.brickset.com/sets/small/31012-1.jpg,https://images.brickset.com/sets/small/31012-1.jpg,https://images.brickset.com/sets/images/31012-1.jpg,https://brickset.com/sets/31012-1,true,false,false,0,,0,6783,3512,59.99,69.99,89.99,NA,2013-05-29,2014-10-04,5,4,Box,Retail,8,5,8,12,35.4,37.8,9.4,1.59,Normal,0,5702014971561,673419189699,2013-06-28T05:51:58.627
22977,31017,1,Sunset Speeder,2014,Creator,Model making,,119,NA,true,31017-1,https://images.brickset.com/sets/small/31017-1.jpg,https://images.brickset.com/sets/small/31017-1.jpg,https://images.brickset.com/sets/images/31017-1.jpg,https://brickset.com/sets/31017-1,true,false,false,0,,0,3934,570,9.99,12.99,15.99,9.99,2013-12-02,2015-10-24,0,0,Box,Retail,4,5,6,12,14.097,19.1008,4.5974,0.2,Normal,0,5702015120876,673419209076,2013-12-01T03:57:28.747
23057,31018,1,Highway Cruiser,2014,Creator,Model making,,129,NA,true,31018-1,https://images.brickset.com/sets/small/31018-1.jpg,https://images.brickset.com/sets/small/31018-1.jpg,https://images.brickset.com/sets/images/31018-1.jpg,https://brickset.com/sets/31018-1,true,false,false,0,,0,2784,458,9.99,12.99,15.99,9.99,2013-12-02,2015-10-31,5,2,Box,Retail,6,6,7,12,14.097,19.1008,6.096,0.2,Normal,0,5702015120883,673419209083,2013-12-01T03:57:57.17
22976,31019,1,Forest Animals,2014,Creator,Model making,,272,NA,true,31019-1,https://images.brickset.com/sets/small/31019-1.jpg,https://images.brickset.com/sets/small/31019-1.jpg,https://images.brickset.com/sets/images/31019-1.jpg,https://brickset.com/sets/31019-1,true,false,false,0,,0,4829,783,17.99,19.99,24.99,17.99,2013-12-02,2015-11-21,4.5,2,Box,Retail,6,6,7,12,19.1008,26.1874,4.5974,0.33,Normal,0,5702015120906,673419209090,2014-01-02T16:22:36.81
23058,31020,1,Twinblade Adventures,2014,Creator,Model making,,216,NA,true,31020-1,https://images.brickset.com/sets/small/31020-1.jpg,https://images.brickset.com/sets/small/31020-1.jpg,https://images.brickset.com/sets/images/31020-1.jpg,https://brickset.com/sets/31020-1,true,false,false,0,,0,2146,507,12.99,17.99,19.99,14.99,2013-12-02,2015-11-10,4,2,Box,Retail,8,6,7,12,19.1008,20.4978,6.096,0.34,Normal,0,5702015120913,673419209113,2013-12-01T03:59:54.603
23059,31021,1,Furry Creatures,2014,Creator,Model making,,285,NA,true,31021-1,https://images.brickset.com/sets/small/31021-1.jpg,https://images.brickset.com/sets/small/31021-1.jpg,https://images.brickset.com/sets/images/31021-1.jpg,https://brickset.com/sets/31021-1,true,false,false,0,,0,5648,878,17.99,19.99,24.99,17.99,2014-01-02,2015-11-27,4.66666666666667,3,Box,Retail,4,6,7,12,19.1008,26.1874,4.5974,0.37,Normal,0,5702015120920,673419209120,2013-12-30T15:30:06.417
22997,31022,1,Turbo Quad,2014,Creator,Model making,,186,NA,true,31022-1,https://images.brickset.com/sets/small/31022-1.jpg,https://images.brickset.com/sets/small/31022-1.jpg,https://images.brickset.com/sets/images/31022-1.jpg,https://brickset.com/sets/31022-1,true,false,false,0,,0,1655,506,17.99,24.99,29.99,19.99,2014-01-02,2015-11-27,0,0,Box,Retail,4,4,7,12,19.1008,26.1874,6.096,0.41,Normal,0,5702015120944,673419209144,2013-12-30T15:30:55.68
23304,31023,1,Yellow Racers,2014,Creator,Model making,,328,NA,true,31023-1,https://images.brickset.com/sets/small/31023-1.jpg,https://images.brickset.com/sets/small/31023-1.jpg,https://images.brickset.com/sets/images/31023-1.jpg,https://brickset.com/sets/31023-1,true,false,false,0,,0,1409,517,19.99,29.99,39.99,24.99,2014-05-27,2015-10-31,0,0,Box,{Not specified},6,7,7,12,19.1008,35.4076,5.8928,0.59,Normal,0,5702015120975,673419209168,2016-05-18T13:47:28.743
23305,31024,1,Roaring Power,2014,Creator,Model making,,374,NA,true,31024-1,https://images.brickset.com/sets/small/31024-1.jpg,https://images.brickset.com/sets/small/31024-1.jpg,https://images.brickset.com/sets/images/31024-1.jpg,https://brickset.com/sets/31024-1,true,false,false,0,,0,1941,524,19.99,29.99,39.99,29.99,2014-05-27,2015-11-27,4,1,Box,Retail,6,6,8,12,19.1008,35.4076,5.8928,0.67,Normal,0,5702015120982,673419209182,2014-07-03T04:31:45.217
23060,31025,1,Mountain Hut,2014,Creator,Model making,,550,1,true,31025-1,https://images.brickset.com/sets/small/31025-1.jpg,https://images.brickset.com/sets/small/31025-1.jpg,https://images.brickset.com/sets/images/31025-1.jpg,https://brickset.com/sets/31025-1,true,false,false,0,,0,6535,2794,34.99,39.99,49.99,39.99,2014-01-02,2015-11-27,4.5,4,Box,Retail,6,4,8,12,26.1874,38.2016,5.6388,1.02,Normal,0,5702015120951,673419209151,2014-01-25T22:32:14.007
23837,31031,1,Rainforest Animals,2015,Creator,Model making,,215,NA,true,31031-1,https://images.brickset.com/sets/small/31031-1.jpg,https://images.brickset.com/sets/small/31031-1.jpg,https://images.brickset.com/sets/images/31031-1.jpg,https://brickset.com/sets/31031-1,true,false,false,0,,0,5483,952,12.99,14.99,19.99,14.99,2014-12-02,2017-01-09,5,5,Box,Retail,6,8,6,12,14.097,26.2128,4.8006,0.29056,Normal,0,5702015348126,673419229944,2014-11-22T19:07:36.56
23838,31032,1,Red Creatures,2015,Creator,Model making,,221,NA,true,31032-1,https://images.brickset.com/sets/small/31032-1.jpg,https://images.brickset.com/sets/small/31032-1.jpg,https://images.brickset.com/sets/images/31032-1.jpg,https://brickset.com/sets/31032-1,true,false,false,0,,0,4280,931,12.99,14.99,19.99,14.99,2014-12-02,2016-11-01,4.66666666666667,3,Box,Retail,4,5,7,12,14.097,26.2128,4.8006,0.29056,Normal,0,5702015348119,673419229937,2014-11-28T17:37:44.387
